GBIR6967-15;Emberiza impetuani impetuani
BROM767-07;Fratercula arctica
BON163-07;Fratercula arctica
KBNA677-04;Fratercula arctica
KBNA678-04;Fratercula arctica
TZBNA005-03;Fratercula arctica
BROM409-06;Fratercula arctica
KBNA586-04;Fratercula arctica
NLAVE032-11;Fratercula arctica
BBIND1106-08;Oriolus szalayi
USNMJ110-11;Oriolus brachyrynchus
BORNB120-18;Oriolus xanthonotus xanthonotus
BBIND927-08;Oriolus chinensis
KBPBK012-08;Oriolus oriolus
NLAVE230-11;Oriolus oriolus
SWEBI014-11;Oriolus oriolus
KBPBK283-08;Oriolus oriolus
NLAVE246-11;Oriolus oriolus
ARIGB034-16;Oriolus oriolus
KBPBK159-08;Oriolus oriolus
BISE064-07;Oriolus oriolus
SIBIQ036-10;Oriolus oriolus
GBIR425-07;Oriolus chinensis
KBBI080-07;Oriolus chinensis
KBBI017-07;Oriolus chinensis
KBBI009-07;Oriolus chinensis
KBPBK323-08;Oriolus chinensis
KBPBK138-08;Oriolus chinensis
BROMB316-06;Oriolus larvatus
GBIR3888-13;Oriolus larvatus
BROMB535-07;Sphecotheres viridis
GBMIN133854-17;Dendrocitta vagabunda
GBIR6137-15;Dendrocitta vagabunda
BBIND413-08;Platylophus galericulatus
BOTW338-05;Aphelocoma ultramarina
BOTW331-05;Aphelocoma coerulescens
BOTW332-05;Aphelocoma coerulescens
CDAMH010-05;Aphelocoma californica
CDAMH009-05;Aphelocoma californica
KKBNA502-05;Aphelocoma californica
BOTW333-05;Aphelocoma insularis
BOTW334-05;Aphelocoma insularis
USNML171-11;Aphelocoma californica
BOM152-07;Aphelocoma californica
KKBNA557-05;Aphelocoma californica
KKBNA663-05;Aphelocoma californica
KKBNA664-05;Aphelocoma californica
GBIR3019-12;Aphelocoma californica
GBIR3077-12;Aphelocoma californica
USNML170-11;Aphelocoma californica
GBIR3022-12;Aphelocoma californica
GBIR3018-12;Aphelocoma californica
GBIR3034-12;Aphelocoma californica
USNML169-11;Aphelocoma californica
GBIR438-07;Corvus frugilegus
KBBI043-07;Corvus frugilegus
CDUSM065-05;Cyanocitta stelleri
BSBNA296-06;Cyanocitta stelleri
KBNA202-04;Cyanocitta cristata
BOTW111-04;Cyanocitta cristata
CDAMH077-05;Pica nuttalli
GBIR1628-09;Pica pica
GBIR1395-09;Pica pica
KBBI126-07;Pica pica
KBBI070-07;Pica pica
KBBI180-07;Pica pica
YIO578-17;Pica pica
YIO227-10;Pica pica
BOTW399-05;Pica nuttalli
BOTW398-05;Pica nuttalli
GBIR3038-12;Pica nuttalli
GBIR3037-12;Pica nuttalli
ROMC313-07;Pica hudsonia
ROMC312-07;Pica hudsonia
ROMC308-07;Pica hudsonia
ROMC311-07;Pica hudsonia
ROMC310-07;Pica hudsonia
ROMC309-07;Pica hudsonia
ROMC305-07;Pica hudsonia
BSBNA570-06;Pica hudsonia
KBPBK347-08;Pica pica
KBPBK256-08;Pica pica
KBPBK302-08;Pica pica
KBPBK319-08;Pica pica
KBPBK158-08;Pica pica
KBPBK027-08;Pica pica
BON061-06;Pica pica
KBPBK293-08;Pica pica
SIBIQ142-12;Pica pica
BON062-06;Pica pica
BISE275-08;Pica pica
GBIR9897-19;Pica pica
BISE088-07;Pica pica
SIBIQ068-12;Pica pica
SIBIQ069-12;Pica pica
CDAMH049-05;Gymnorhinus cyanocephalus
BOTW364-05;Gymnorhinus cyanocephalus
BOTW363-05;Gymnorhinus cyanocephalus
KKBNA550-05;Gymnorhinus cyanocephalus
KKBNA551-05;Gymnorhinus cyanocephalus
KKBNA552-05;Gymnorhinus cyanocephalus
KBPBK232-08;Perisoreus infaustus
KBPBK092-08;Perisoreus infaustus
BISE205-08;Perisoreus infaustus
BISE273-08;Perisoreus infaustus
KBPBK222-08;Perisoreus infaustus
BON019-06;Perisoreus infaustus
BON025-06;Perisoreus infaustus
BON417-07;Perisoreus infaustus
KBPBK284-08;Perisoreus infaustus
KBPBK287-08;Perisoreus infaustus
KBPBK135-08;Perisoreus infaustus
KBPBK111-08;Pyrrhocorax pyrrhocorax
KBPBK188-08;Pyrrhocorax pyrrhocorax
KBPBK122-08;Pyrrhocorax pyrrhocorax
BOM212-07;Cyanolyca nanus
KBPBK152-08;Cyanopica cyanus
KBPBK128-08;Cyanopica cyanus
KBPBK112-08;Cyanopica cyanus
YIO317-10;Cyanopica cyanus
BJNSM398-10;Cyanopica cyanus
YIO318-10;Cyanopica cyanus
YIO497-10;Cyanopica cyanus
KBPBK177-08;Cyanopica cyanus
GBIR439-07;Cyanopica cyanus
KBBI050-07;Cyanopica cyanus
KBBI068-07;Cyanopica cyanus
KBBI015-07;Cyanopica cyanus
USNMA375-10;Podoces hendersoni
USNMA376-10;Cyanolyca cucullata
KBAR901-06;Cyanocorax cyanomelas
KBARG094-07;Cyanocorax cyanomelas
CDANS038-05;Cyanocorax yncas
CDANS039-05;Cyanocorax yncas
BOM262-07;Cyanocorax yncas
BSPBA050-07;Cyanocorax affinis
BSPBA053-07;Cyanocorax affinis
BSPCR001-13;Cyanocorax affinis
USNMA377-10;Cyanocorax affinis
USNMF116-11;Cyanocorax cayanus
USNMK262-11;Cyanocorax cayanus
USNMB256-10;Cyanocorax cayanus
KAARG590-07;Cyanocorax chrysops
LGEMA382-08;Cyanocorax cyanopogon
LGEMA087-07;Cyanocorax chrysops
KBAR771-06;Cyanocorax chrysops
KPARG322-08;Cyanocorax chrysops
KBAR797-06;Cyanocorax chrysops
KBAR781-06;Cyanocorax chrysops
KBAR203-06;Cyanocorax chrysops
BOM502-07;Cyanocorax sanblasianus
BOM451-07;Cyanocorax yucatanicus
BOM450-07;Cyanocorax yucatanicus
BOM452-07;Cyanocorax yucatanicus
USNML164-11;Perisoreus canadensis
BABNA372-07;Perisoreus canadensis
USNMI174-11;Perisoreus canadensis
TZBNA057-03;Perisoreus canadensis
TZBNA048-03;Perisoreus canadensis
BJNSM408-10;Garrulus lidthi
BJNSM406-10;Garrulus lidthi
BJNSM403-10;Garrulus lidthi
YIO546-12;Garrulus lidthi
BJNSM405-10;Garrulus lidthi
YIO532-10;Garrulus lidthi
BJNSM593-10;Garrulus lidthi
BJNSM046-08;Garrulus glandarius
YIO334-10;Garrulus glandarius
YIO458-10;Garrulus glandarius
KBPBK355-08;Garrulus glandarius
KBPBK328-08;Garrulus glandarius
KBBI114-07;Garrulus glandarius
KBBI072-07;Garrulus glandarius
KBBI170-07;Garrulus glandarius
GBIR437-07;Garrulus glandarius
KBBI165-07;Garrulus glandarius
KBBI089-07;Garrulus glandarius
KBPBK245-08;Garrulus glandarius
YIO211-10;Garrulus glandarius
BJNSM754-11;Garrulus glandarius
BJNSM050-08;Garrulus glandarius
BJNSM466-10;Garrulus glandarius
GBMIN134010-17;Garrulus glandarius
BISE003-07;Garrulus glandarius
KBPBK203-08;Garrulus glandarius
BON311-07;Garrulus glandarius
KBPBK350-08;Garrulus glandarius
BON247-07;Garrulus glandarius
NLAVE247-11;Garrulus glandarius
BISE470-08;Garrulus glandarius
KBPBK344-08;Nucifraga caryocatactes
BON284-07;Nucifraga caryocatactes
BONSC023-08;Nucifraga caryocatactes
BONSC024-08;Nucifraga caryocatactes
BISE270-08;Nucifraga caryocatactes
BONSC055-08;Nucifraga caryocatactes
YIO506-10;Nucifraga caryocatactes
KBPBK210-08;Nucifraga caryocatactes
BONSC010-08;Nucifraga caryocatactes
BONSC011-08;Nucifraga caryocatactes
KBPBK176-08;Nucifraga caryocatactes
BON072-06;Nucifraga caryocatactes
BONSC056-08;Nucifraga caryocatactes
KBPBK349-08;Nucifraga caryocatactes
SWEBI012-11;Nucifraga caryocatactes
BISE156-08;Nucifraga caryocatactes
KBPBK105-08;Nucifraga caryocatactes
CDAMH057-05;Nucifraga columbiana
BOTW381-05;Nucifraga columbiana
BOTW380-05;Nucifraga columbiana
KKBNA602-05;Nucifraga columbiana
KKBNA606-05;Nucifraga columbiana
KKBNA723-05;Nucifraga columbiana
KKBNA547-05;Nucifraga columbiana
KKBNA252-05;Nucifraga columbiana
ROMC366-07;Urocissa flavirostris
USNMD153-11;Urocissa erythroryncha
BOTW317-05;Corvus ossifragus
BOTW107-04;Corvus ossifragus
TZBNA304-03;Corvus brachyrhynchos
BOTW110-04;Corvus brachyrhynchos
KKBNA616-05;Corvus caurinus
KKBNA511-05;Corvus caurinus
GBIR3060-12;Corvus brachyrhynchos
GBIR3057-12;Corvus brachyrhynchos
BROMB332-06;Corvus brachyrhynchos
BROMB352-06;Corvus brachyrhynchos
GBIR0122-06;Corvus brachyrhynchos
GBIR3089-12;Corvus brachyrhynchos
USNML165-11;Corvus brachyrhynchos
BOTW238-05;Corvus caurinus
YIO686-17;Corvus corone
KBPBK261-08;Corvus corone
YIO790-19;Corvus corone
YIO791-19;Corvus corone
YIO789-19;Corvus corone
BJNSM558-10;Corvus corone
YIO787-19;Corvus corone
BJNSM075-08;Corvus corone
YIO440-10;Corvus corone
YIO685-17;Corvus corone
BJNSM377-10;Corvus corone
YIO786-19;Corvus corone
BJNSM367-10;Corvus corone
BJNSM559-10;Corvus corone
KBPBK289-08;Corvus corone
KBPBK179-08;Corvus corone
SIBIQ039-10;Corvus cornix
BON315-07;Corvus cornix
KBPBK251-08;Corvus corone
SIBIQ040-10;Corvus cornix
SIBIQ038-10;Corvus cornix
KBPBK118-08;Corvus corone
KBPBK085-08;Corvus corone
BISE300-08;Corvus cornix
BISE218-08;Corvus cornix
SIBIQ147-12;Corvus corone
SIBIQ129-12;Corvus corone
KBPBK017-08;Corvus corone
GBMIN134008-17;Corvus corone
GBIR7791-19;Corvus splendens
GBIR3396-13;Corvus splendens
BOI014-08;Corvus splendens
GBIR7284-17;Corvus splendens
GBIR7285-17;Corvus splendens
GBIR7271-17;Corvus splendens
GBIR7245-17;Corvus splendens
GBIR7249-17;Corvus splendens
GBIR7163-17;Corvus splendens
USNMC135-10;Corvus kubaryi
GBIR6174-15;Corvus macrorhynchos
KBBI168-07;Corvus macrorhynchos
KBBI226-07;Corvus macrorhynchos
BJNSM657-10;Corvus macrorhynchos
YIO291-10;Corvus macrorhynchos
BJNSM562-10;Corvus macrorhynchos
YIO785-19;Corvus macrorhynchos
YIO290-10;Corvus macrorhynchos
BJNSM352-10;Corvus macrorhynchos
YIO258-10;Corvus macrorhynchos
BJNSM330-10;Corvus macrorhynchos
BJNSM366-10;Corvus macrorhynchos
BJNSM329-10;Corvus macrorhynchos
KBBI075-07;Corvus macrorhynchos
KBBI143-07;Corvus macrorhynchos
KBPBK178-08;Corvus macrorhynchos
YIO690-18;Corvus macrorhynchos
GBIR436-07;Corvus macrorhynchos
KBBI113-07;Corvus macrorhynchos
KBBI141-07;Corvus macrorhynchos
YIO783-19;Corvus macrorhynchos
BJNSM557-10;Corvus macrorhynchos
KBPBK249-08;Corvus macrorhynchos
YIO689-18;Corvus macrorhynchos
YIO782-19;Corvus macrorhynchos
YIO257-10;Corvus macrorhynchos
BJNSM533-10;Corvus macrorhynchos
BJNSM364-10;Corvus macrorhynchos
YIO332-10;Corvus macrorhynchos
YIO784-19;Corvus macrorhynchos
BBIND011-08;Corvus enca
BBIND475-08;Corvus enca
BBIND010-08;Corvus enca
YIOB106-15;Corvus frugilegus
KBPBK142-08;Corvus frugilegus
GBMIN133858-17;Corvus frugilegus
GBIR9960-19;Corvus frugilegus pastinator
GBMIN133857-17;Corvus frugilegus
KBPBK096-08;Corvus frugilegus
BOTW115-04;Corvus frugilegus
BON129-07;Corvus frugilegus
SIBIQ042-10;Corvus frugilegus
SIBIQ045-10;Corvus frugilegus
SIBIQ046-10;Corvus frugilegus
SIBIQ041-10;Corvus frugilegus
SIBIQ043-10;Corvus frugilegus
SIBIQ145-12;Corvus frugilegus
KBPBK108-08;Corvus frugilegus
BISE223-08;Corvus frugilegus
BISE413-08;Corvus frugilegus
KBPBK011-08;Corvus frugilegus
CDAMH033-05;Corvus cryptoleucus
GBIR0114-06;Corvus albicollis
NLAVE072-11;Corvus corax
KBPBK315-08;Corvus corax
BOTW106-04;Corvus corax
KBPBK006-08;Corvus corax
BISE019-07;Corvus corax
SI030-10;Corvus corax
GBIR0121-06;Corvus corax
KBPBK308-08;Corvus corax
BISE427-08;Corvus corax
BON169-07;Corvus corax
GBIR0120-06;Corvus corax
GBIR0119-06;Corvus corax
BON170-07;Corvus corax
SI016-10;Corvus corax
GBIR0113-06;Corvus albus
BOTW349-05;Corvus cryptoleucus
GBIR0118-06;Corvus corax
GBIR0115-06;Corvus cryptoleucus
GBIR0116-06;Corvus cryptoleucus
GBIR0117-06;Corvus corax
KKBNA895-05;Empidonax flaviventris
KKBNA329-05;Empidonax difficilis
KKBNA585-05;Empidonax difficilis
KKBNA559-05;Empidonax difficilis
KKBNA450-05;Empidonax difficilis
KKBNA627-05;Empidonax difficilis
TZBNA176-03;Empidonax sp. virescens pseudogene 1
GBIR8434-19;Empidonax alnorum
BSBNA115-06;Empidonax minimus
BSBNA919-06;Empidonax minimus
BSBNA793-06;Empidonax minimus
BOTW358-05;Empidonax fulvifrons
BOTW357-05;Empidonax fulvifrons
CDUSM052-05;Empidonax hammondii
BOM421-07;Empidonax hammondii
GBIR3014-12;Empidonax hammondii
KKBNA741-05;Empidonax hammondii
KKBNA318-05;Empidonax hammondii
KKBNA195-05;Empidonax hammondii
KKBNA658-05;Empidonax hammondii
GBMIN134024-17;Empidonax hammondii
GBMIN134026-17;Empidonax affinis
GBIR9922-19;Empidonax affinis
GBMIN134023-17;Empidonax oberholseri
GBMIN134022-17;Empidonax oberholseri
GBMIN134021-17;Empidonax oberholseri
GBIR9926-19;Empidonax oberholseri
GBMIN134025-17;Empidonax affinis
KKBNA799-05;Empidonax sp. alnorum pseudogene 2
KKBNA792-05;Empidonax sp. alnorum pseudogene 2
KKBNA929-05;Empidonax alnorum
BROMB412-06;Empidonax traillii
KKBNA926-05;Empidonax alnorum
KKBNA931-05;Empidonax alnorum
GBIR3899-13;Cyclarhis gujanensis
BOM233-07;Vireolanius pulchellus
USNMI281-11;Vireolanius leucotis
USNMA541-10;Vireolanius leucotis
GBIR3904-13;Vireo olivaceus
LGEMA431-08;Hylophilus thoracicus
USNMH187-11;Hylophilus thoracicus
USNMF189-11;Hylophilus thoracicus
USNMF188-11;Hylophilus thoracicus
BSPBB333-07;Hylophilus flavipes
USNMI280-11;Hylophilus pectoralis
USNMF185-11;Hylophilus pectoralis
USNMK373-11;Hylophilus pectoralis
USNMK371-11;Cyclarhis gujanensis
LBARG160-10;Cyclarhis gujanensis
USNMK370-11;Cyclarhis gujanensis
KBAR765-06;Cyclarhis gujanensis
KBAR784-06;Cyclarhis gujanensis
LBARG564-11;Cyclarhis gujanensis
KBAR204-06;Cyclarhis gujanensis
LBARG338-10;Cyclarhis gujanensis
LBARG293-10;Cyclarhis gujanensis
LBARG590-11;Cyclarhis gujanensis
KBAR796-06;Cyclarhis gujanensis
KPARG051-08;Cyclarhis gujanensis
LBARG629-11;Cyclarhis gujanensis
LBARG507-11;Cyclarhis gujanensis
KBOL415-12;Cyclarhis gujanensis
KBOL541-12;Cyclarhis gujanensis
USNMF184-11;Cyclarhis gujanensis
LGEMA120-07;Cyclarhis gujanensis
BSPBB323-07;Cyclarhis gujanensis
BSPVI010-13;Cyclarhis gujanensis
BSPVI009-13;Cyclarhis gujanensis
BSPVI030-13;Cyclarhis gujanensis
BOM482-07;Cyclarhis gujanensis
BOM354-07;Cyclarhis gujanensis
BSPBB338-07;Vireo carmioli
USNMA540-10;Vireo carmioli
BSPBB337-07;Vireo carmioli
BOM457-07;Vireo cassinii
BSBNA128-06;Vireo cassinii
BSBNA129-06;Vireo cassinii
BSBNA453-06;Vireo cassinii
BSBNA130-06;Vireo cassinii
TZBNA135-03;Vireo cassinii
BSBNA454-06;Vireo cassinii
BOM767-07;Vireo plumbeus
ROMC657-08;Vireo solitarius
BSBNA131-06;Vireo solitarius
BROMB433-06;Vireo solitarius
BABNA022-06;Vireo solitarius
BSBNA748-06;Vireo solitarius
BOM760-07;Vireo huttoni
BOM529-07;Vireo huttoni
BOTW427-05;Vireo huttoni
KKBNA633-05;Vireo huttoni
KKBNA659-05;Vireo huttoni
BROMB211-06;Vireo huttoni
KKBNA530-05;Vireo huttoni
GBIR3097-12;Vireo huttoni
LGEMA429-08;Hylophilus ochraceiceps
LGEMA428-08;Hylophilus semicinereus
MNCN570-08;Hylophilus ochraceiceps
MNCN955-09;Hylophilus ochraceiceps
MNCN204-08;Hylophilus ochraceiceps
LGEMA438-08;Hylophilus ochraceiceps
LGEMA214-07;Hylophilus ochraceiceps
MNCN372-08;Hylophilus ochraceiceps
MNCN371-08;Hylophilus ochraceiceps
MNCN799-09;Hylophilus ochraceiceps
MNCN082-08;Hylophilus ochraceiceps
MNCN085-08;Hylophilus ochraceiceps
BSPBB335-07;Hylophilus ochraceiceps
BSPBB334-07;Hylophilus ochraceiceps
BOM766-07;Vireo hypochryseus
CDAMH117-05;Vireo gilvus
BOTW159-04;Vireo gilvus
BSBNA817-06;Vireo philadelphicus
KBNA189-04;Vireo philadelphicus
BSBNA936-06;Vireo philadelphicus
BABNA087-06;Vireo philadelphicus
BROMB236-06;Vireo philadelphicus
TZBNA126-03;Vireo philadelphicus
BSPBA064-07;Vireo philadelphicus
BSBNA818-06;Vireo philadelphicus
BABNA086-06;Vireo philadelphicus
KBNA188-04;Vireo philadelphicus
BSPBB220-07;Vireo philadelphicus
BSBNA935-06;Vireo philadelphicus
BSPBB164-07;Vireo philadelphicus
TZBNA117-03;Vireo gilvus
BSBNA947-06;Vireo gilvus
BSBNA946-06;Vireo gilvus
BSBNA705-06;Vireo gilvus
BSBNA945-06;Vireo gilvus
BSBNA839-06;Vireo gilvus
BSBNA840-06;Vireo gilvus
BSBNA944-06;Vireo gilvus
BSBNA409-06;Vireo gilvus
BSBNA530-06;Vireo gilvus
BSBNA529-06;Vireo gilvus
BSBNA138-06;Vireo gilvus
BSBNA137-06;Vireo gilvus
BSBNA410-06;Vireo gilvus
BSBNA135-06;Vireo gilvus
BOM1368-08;Vireo gilvus
TZBNA108-03;Vireo gilvus
BSBNA411-06;Vireo gilvus
BSBNA136-06;Vireo gilvus
BSBNA412-06;Vireo gilvus
BSBNA134-06;Vireo gilvus
USNMF187-11;Vireo sclateri
USNMF186-11;Vireo sclateri
USNMH186-11;Vireo sclateri
BSPBB346-07;Vireo leucophrys
BROMB868-07;Vireo altiloquus
BROMB167-06;Vireo altiloquus
BROMB169-06;Vireo altiloquus
BOTW248-05;Vireo altiloquus
KKBNA235-05;Vireo altiloquus
KKBNA357-05;Vireo flavoviridis
KKBNA361-05;Vireo flavoviridis
BOTW158-04;Vireo olivaceus
GBMNA11327-19;Vireo olivaceus
GBMTG4474-16;Vireo olivaceus
BSPBB347-07;Vireo olivaceus
BABNA097-06;Vireo olivaceus
BSBNA681-06;Vireo olivaceus
LGEMA175-07;Vireo olivaceus
LGEMA585-08;Vireo olivaceus
BROMB188-06;Vireo olivaceus
BSBNA679-06;Vireo olivaceus
BABNA098-06;Vireo olivaceus
KBNA401-04;Vireo olivaceus
BSBNA680-06;Vireo olivaceus
BSPBA120-07;Vireo olivaceus
TZBNA178-03;Vireo olivaceus
BSPVI023-13;Vireo olivaceus
BSPVI004-13;Vireo flavoviridis
KKBNA844-05;Vireo flavoviridis
KKBNA818-05;Vireo flavoviridis
KKBNA835-05;Vireo flavoviridis
BROMB290-06;Vireo flavoviridis
BSPTP009-13;Vireo flavoviridis
BSPVI044-13;Vireo olivaceus
BSPVI039-13;Vireo flavoviridis
BSPVI034-13;Vireo flavoviridis
BSPVI043-13;Vireo olivaceus
BSPBB344-07;Vireo flavoviridis
BSPVI045-13;Vireo flavoviridis
BSPBB345-07;Vireo flavoviridis
KKBNA830-05;Vireo flavoviridis
KKBNA836-05;Vireo flavoviridis
KKBNA823-05;Vireo flavoviridis
KKBNA834-05;Vireo flavoviridis
KKBNA840-05;Vireo flavoviridis
BSPVI003-13;Vireo flavoviridis
BSPVI024-13;Vireo flavoviridis
KBARG154-07;Vireo olivaceus
KBAR205-06;Vireo olivaceus
KBOL001-08;Vireo olivaceus
GBIR3877-13;Vireolanius melitophrys
KBARG297-07;Vireo olivaceus
LGEMA584-08;Vireo olivaceus
LGEMA082-07;Vireo olivaceus
LGEMA077-07;Vireo olivaceus
BSPBB328-07;Hylophilus decurtatus
BSPBB327-07;Hylophilus decurtatus
BSPBB330-07;Hylophilus decurtatus
BSPBB329-07;Hylophilus decurtatus
BSPVI006-13;Hylophilus decurtatus
USNMA538-10;Hylophilus decurtatus
BSPVI031-13;Hylophilus decurtatus
BSPVI001-13;Hylophilus decurtatus
BSPBB331-07;Hylophilus decurtatus
ROMC368-07;Vireo atricapilla
USNMB364-10;Hylophilus muscicapinus
USNMK372-11;Hylophilus muscicapinus
USNMA539-10;Hylophilus muscicapinus
BROMB865-07;Vireo nanus
BROMB866-07;Vireo nanus
BROMB171-06;Vireo nanus
BROMB170-06;Vireo nanus
BROMB861-07;Vireo modestus
BROMB179-06;Vireo bellii
TZBNA099-03;Vireo bellii
BROMB180-06;Vireo bellii
BOTW157-04;Vireo griseus
BOM235-07;Vireo pallens
BOM353-07;Vireo pallens
BROMB291-06;Vireo pallens
BOM339-07;Vireo griseus
BOM271-07;Vireo griseus
BROMB860-07;Vireo crassirostris
BROMB859-07;Vireo crassirostris
TZBNA177-03;Vireo griseus
BROMB191-06;Vireo griseus
KBNA429-04;Vireo griseus
KBNA428-04;Vireo griseus
BROMB407-06;Vireo griseus
BON175-07;Gavia stellata
BON176-07;Gavia stellata
BISE443-08;Gavia stellata
NLAVE447-11;Gavia stellata
BISE211-08;Gavia stellata
KBPBU002-06;Gavia stellata
NLAVE446-11;Gavia stellata
YIOB223-18;Gavia stellata
NLAVE445-11;Gavia stellata
GBIR443-07;Gavia stellata
KBPBU001-06;Gavia stellata
KBBI138-07;Gavia stellata
NLAVE448-11;Gavia stellata
NLAVE469-11;Gavia stellata
BISE285-08;Gavia arctica
BON178-07;Gavia arctica
BON179-07;Gavia arctica
BISE065-07;Gavia arctica
KKBNA335-05;Gavia adamsii
KKBNA333-05;Gavia adamsii
KKBNA283-05;Gavia adamsii
KBNA918-04;Gavia adamsii
KKBNA334-05;Gavia adamsii
YIOB232-19;Gavia adamsii
BON137-07;Gavia adamsii
BON138-07;Gavia adamsii
BISE222-08;Gavia adamsii
GBIR4149-13;Gavia immer
GBIR4156-13;Gavia immer
GBIR4142-13;Gavia immer
GBIR4162-13;Gavia immer
GBIR4160-13;Gavia immer
GBIR4148-13;Gavia immer
GBIR4151-13;Gavia immer
GBIR4154-13;Gavia immer
GBIR4136-13;Gavia immer
GBIR4159-13;Gavia immer
GBIR4139-13;Gavia immer
GBIR4163-13;Gavia immer
GBIR4138-13;Gavia immer
GBIR4135-13;Gavia immer
GBIR4140-13;Gavia immer
BON151-07;Gavia immer
GBIR4165-13;Gavia immer
GBIR4152-13;Gavia immer
GBIR4137-13;Gavia immer
GBIR5971-15;Gavia immer
GBIR4134-13;Gavia immer
GBIR4144-13;Gavia immer
GBIR4150-13;Gavia immer
GBIR4155-13;Gavia immer
GBIR4141-13;Gavia immer
GBIR4164-13;Gavia immer
GBIR4161-13;Gavia immer
GBIR4147-13;Gavia immer
GBIR4143-13;Gavia immer
GBIR4153-13;Gavia immer
GBIR4166-13;Gavia immer
GBIR4158-13;Gavia immer
GBIR4146-13;Gavia immer
KBNA892-04;Gavia immer
BROMB834-07;Gavia immer
GBIR4145-13;Gavia immer
GBIR4157-13;Gavia immer
BOTW265-05;Gavia pacifica
KKBNA751-05;Gavia pacifica
KKBNA467-05;Gavia pacifica
YIOB234-19;Gavia pacifica
YIOB233-19;Gavia pacifica
YIOB235-19;Gavia pacifica
YIOB218-15;Gavia pacifica
GBIR10784-19;Gavia pacifica
KBAR380-06;Podilymbus podiceps
KBNA463-04;Podilymbus podiceps
ROMC105-07;Podilymbus podiceps
KKBNA643-05;Tachybaptus dominicus
SWEBI024-11;Tachybaptus ruficollis
BON420-07;Tachybaptus ruficollis
SIBIQ001-10;Tachybaptus ruficollis
KBPBU010-06;Tachybaptus ruficollis
YIO395-10;Tachybaptus ruficollis
GBIR12316-19;Tachybaptus ruficollis
YIO732-18;Tachybaptus ruficollis
BJNSM404-10;Tachybaptus ruficollis
BJNSM834-11;Tachybaptus ruficollis
YIO734-18;Tachybaptus ruficollis
YIO832-19;Tachybaptus ruficollis
YIO731-18;Tachybaptus ruficollis
YIO730-18;Tachybaptus ruficollis
YIO739-18;Tachybaptus ruficollis
YIO397-10;Tachybaptus ruficollis
ROMC081-07;Tachybaptus pelzelnii
NZCOI496-09;Tachybaptus novaehollandiae
NZCOI765-10;Tachybaptus novaehollandiae
BISE208-08;Podiceps auritus
BOTW095-04;Podiceps auritus
BON147-07;Podiceps auritus
BON148-07;Podiceps auritus
BISE320-08;Podiceps auritus
NZCOI578-09;Poliocephalus poliocephalus
NZCOI495-09;Poliocephalus rufopectus
KPARG315-08;Podiceps major
KAARG157-07;Podiceps major
USNMB122-10;Podiceps major
KPARG381-08;Podiceps major
SWEBI006-11;Podiceps grisegena
BISE230-08;Podiceps grisegena
BON445-07;Podiceps grisegena
YIO561-17;Podiceps grisegena
YIO834-19;Podiceps grisegena
KKBNA032-04;Podiceps grisegena
KKBNA033-04;Podiceps grisegena
KBPBU005-06;Podiceps cristatus
SIBJP001-10;Podiceps cristatus
KBPBU004-06;Podiceps cristatus
YIO833-19;Podiceps cristatus
KBPBU003-06;Podiceps cristatus
YIO472-10;Podiceps cristatus
KBPBU006-06;Podiceps cristatus
BJNSM276-10;Podiceps cristatus
BISE112-07;Podiceps cristatus
NZCOI718-09;Podiceps cristatus
BON472-07;Podiceps cristatus
BISE350-08;Podiceps cristatus
BON392-07;Podiceps cristatus
KBBI062-07;Podiceps cristatus
GBIR1388-09;Podiceps cristatus
GBIR10219-19;Aechmophorus clarkii
KKBNA526-05;Aechmophorus clarkii
KKBNA525-05;Aechmophorus clarkii
KAARG195-07;Rollandia rolland
USNMA122-10;Rollandia rolland
USNMA121-10;Rollandia rolland
KBAR942-06;Podiceps gallardoi
KBAR943-06;Podiceps gallardoi
KPARG445-08;Podiceps occipitalis
GBIR7089-15;Podiceps nigricollis
KKBNA147-04;Podiceps nigricollis
KBPBU009-06;Podiceps nigricollis
KBPBU008-06;Podiceps nigricollis
NZCOI851-11;Puffinus gavia
NZCOI848-11;Puffinus gavia
NZCOI850-11;Puffinus gavia
NZCOI849-11;Puffinus gavia
NZCOI791-10;Puffinus gavia
NZCOI575-09;Puffinus gavia
NZCOI418-09;Puffinus huttoni
GBIR5343-13;Puffinus lherminieri
GBIR1242-09;Puffinus yelkouan
BROMB828-07;Puffinus puffinus
KPARG313-08;Puffinus puffinus
BISE178-08;Puffinus puffinus
BROMB826-07;Puffinus puffinus
BROMB827-07;Puffinus puffinus
NZCOI844-11;Puffinus assimilis
NZCOI659-09;Puffinus assimilis
NZCOI842-11;Puffinus assimilis
NZCOI841-11;Puffinus assimilis
NZCOI843-11;Puffinus assimilis
NZCOI660-09;Puffinus assimilis
NZCOI417-09;Puffinus assimilis
NZCOI415-09;Puffinus assimilis
USNMA119-10;Puffinus lherminieri
USNMA120-10;Puffinus lherminieri
KKBNA220-05;Puffinus lherminieri
YIO414-10;Puffinus lherminieri
YIO416-10;Puffinus lherminieri
SIBHI007-11;Puffinus auricularis
KPARG309-08;Fulmarus glacialoides
USNMJ069-11;Fulmarus glacialis
BOTW304-05;Fulmarus glacialis
FULMR084-10;Fulmarus glacialis
FULMR094-10;Fulmarus glacialis
FULMR085-10;Fulmarus glacialis
FULMR076-10;Fulmarus glacialis
FULMR108-10;Fulmarus glacialis
